Goal,Team,Player,X,Y,Angle,Distance,F_Touch,Aerial,Open
0,Bayern Munich,Bastian Schweinsteiger,101.0,36.0,0.3989156752709565,19.416487838947596,1,0,0
0,Bayern Munich,Franck Bilal Ribéry,97.0,43.0,0.33922780533082997,23.194827009486403,1,0,0
0,Borussia Dortmund,Robert Lewandowski,115.0,28.0,0.2560133652969926,13.0,0,0,0
0,Bayern Munich,Thomas Müller,115.0,40.0,1.3504668619958016,5.0,0,1,0
0,Bayern Munich,Arjen Robben,108.0,38.0,0.6293931331503292,12.16552506059644,0,0,0
0,Bayern Munich,Javier Martínez Aginaga,114.0,36.0,0.9282108729100771,7.211102550927978,0,1,0
0,Bayern Munich,Mario Mandžukić,115.0,43.0,1.1489920715656057,5.8309518948453,0,0,0
1,Bayern Munich,Mario Mandžukić,117.0,37.0,1.489075468538615,4.242640687119286,1,0,1
0,Bayern Munich,Mario Mandžukić,111.0,26.0,0.269458183269431,16.64331697709324,0,0,0
0,Borussia Dortmund,Kevin Großkreutz,88.0,46.0,0.24070683178082097,32.55764119219941,0,0,0
0,Borussia Dortmund,Łukasz Piszczek,101.0,34.0,0.3799777893290361,19.924858845171272,1,0,0
0,Borussia Dortmund,Mats Hummels,98.0,34.0,0.336301921339362,22.80350850198276,0,0,0
0,Bayern Munich,Thomas Müller,113.0,22.0,0.15576333251671257,19.313207915827963,0,0,0
0,Borussia Dortmund,Jakub Błaszczykowski,101.0,32.0,0.3561756366171875,20.6155281280883,0,0,0
0,Bayern Munich,David Olatukunbo Alaba,97.0,53.0,0.2637864155307235,26.419689627245813,1,0,0
0,Bayern Munich,Mario Mandžukić,117.0,25.0,0.10977618478180438,15.297058540778352,1,0,0
0,Bayern Munich,Bastian Schweinsteiger,102.0,33.0,0.3837825107702562,19.313207915827963,0,0,0
0,Bayern Munich,Bastian Schweinsteiger,100.0,39.0,0.3942562685010108,20.024984394500784,1,0,0
1,Bayern Munich,Arjen Robben,112.0,39.0,0.9181757154647756,8.06225774829855,0,0,0
0,Borussia Dortmund,Julian Schieber,108.0,53.0,0.3129597128597234,17.69180601295413,0,0,0
0,Bayern Munich,Bastian Schweinsteiger,98.0,43.0,0.35382606202139555,22.203603311174515,0,0,0
0,Bayern Munich,Toni Kroos,100.0,53.0,0.2819253938936948,23.853720883753123,1,0,0
0,Bayern Munich,Arjen Robben,106.0,24.0,0.25170535340578576,21.2602916254693,0,0,0
0,Bayern Munich,Mario Gómez García,111.0,43.0,0.7724234142542693,9.486832980505136,0,1,0
0,Bayern Munich,Arjen Robben,109.0,39.0,0.6935256979954578,11.045361017187261,1,0,0
0,Bayern Munich,Arjen Robben,109.0,52.0,0.34007081020562413,16.278820596099706,0,0,0
0,Bayern Munich,Arjen Robben,103.0,28.0,0.31558240278550964,20.808652046684813,1,0,0
0,Bayern Munich,Franck Bilal Ribéry,105.0,59.0,0.20771127268779124,24.207436873820406,0,0,0
0,Bayern Munich,Thomas Müller,108.0,40.0,0.6441070475749259,12.0,1,0,0
0,Chelsea,Salomon Armand Magloire Kalou,104.0,20.0,0.19759950904473395,25.612496949731394,1,0,0
0,Bayern Munich,Mario Gómez García,106.0,31.0,0.405764994702629,16.64331697709324,0,0,0
0,Bayern Munich,Franck Bilal Ribéry,107.0,57.0,0.23133216234554052,21.400934559032695,1,0,0
0,Bayern Munich,Anatoliy Tymoshchuk,85.0,30.0,0.21093974195501763,36.400549446402586,0,0,0
0,Bayern Munich,Mario Gómez García,102.0,39.0,0.4365222528797222,18.027756377319943,0,0,0
0,Bayern Munich,Mario Gómez García,106.0,38.0,0.5473153970861557,14.142135623730951,0,0,0
0,Bayern Munich,Toni Kroos,93.0,23.0,0.21253452588622607,31.906112267087632,0,0,0
0,Chelsea,Didier Yves Drogba Tébily,86.0,56.0,0.19262539133422613,37.57658845611187,0,0,0
0,Chelsea,Didier Yves Drogba Tébily,107.0,19.0,0.17350816647784478,24.698178070456937,1,0,0
0,Bayern Munich,Arjen Robben,103.0,40.0,0.4626316711794535,17.0,1,0,0
0,Bayern Munich,Toni Kroos,95.0,61.0,0.1884128103623956,32.64965543462901,0,0,0
0,Bayern Munich,Arjen Robben,105.0,45.0,0.4743174985588427,15.811388300841896,0,0,0
0,Bayern Munich,Bastian Schweinsteiger,113.0,42.0,0.9877920456709441,7.280109889280519,0,0,0
0,Bayern Munich,Franck Bilal Ribéry,98.0,34.0,0.336301921339362,22.80350850198276,0,0,0
0,Bayern Munich,Thomas Müller,110.0,50.0,0.4105609127227199,14.14213562373095,1,0,0
0,Bayern Munich,Arjen Robben,99.0,22.0,0.220872091406171,27.658633371878658,0,0,0
0,Bayern Munich,Toni Kroos,101.0,31.0,0.3430701847761205,21.02379604162864,1,0,0
0,Bayern Munich,Arjen Robben,102.0,28.0,0.3087308147320677,21.633307652783934,0,0,0
0,Bayern Munich,Arjen Robben,98.0,57.0,0.22867054782933458,27.80287754891569,0,0,0
0,Chelsea,Didier Yves Drogba Tébily,111.0,25.0,0.2436175756959238,17.4928556845359,1,0,0
0,Bayern Munich,Toni Kroos,94.0,56.0,0.22351356929254912,30.528675044947494,0,0,0
0,Bayern Munich,Thomas Müller,108.0,33.0,0.4974684054361007,13.892443989449806,1,0,0
0,Bayern Munich,Thomas Müller,111.0,37.0,0.7724234142542693,9.486832980505136,0,1,0
1,Bayern Munich,Thomas Müller,117.0,31.0,0.31404540450429436,9.486832980505136,0,0,0
0,Bayern Munich,Arjen Robben,104.0,40.0,0.49043259212604473,16.0,0,0,0
1,Chelsea,Didier Yves Drogba Tébily,113.0,31.0,0.4571174319089463,11.40175425099138,0,1,0
0,Bayern Munich,Arjen Robben,104.0,49.0,0.37981381394400465,18.357559750685816,0,0,0
0,Chelsea,Frank Lampard,92.0,34.0,0.2719879883582567,28.63564212655271,1,0,0
0,Chelsea,Juan Manuel Mata García,98.0,33.0,0.32844708172075826,23.08679276123039,0,0,0
0,Bayern Munich,Toni Kroos,99.0,51.0,0.2987994602316333,23.706539182259394,0,0,0
0,Bayern Munich,Arjen Robben,101.0,24.0,0.2479701815903848,24.839484696748443,0,0,0
0,Bayern Munich,Daniel Van Buyten,114.0,31.0,0.4441659973060582,10.816653826391967,0,0,0
0,Bayern Munich,Jérôme Boateng,96.0,27.0,0.257785938786764,27.29468812791236,0,0,0
0,Bayern Munich,Mario Gómez García,113.0,37.0,0.928149260415649,7.615773105863908,1,0,0
0,Bayern Munich,Arjen Robben,99.0,28.0,0.2873874860621588,24.186773244895647,0,0,0
0,Bayern Munich,Anatoliy Tymoshchuk,84.0,41.0,0.22136879951262342,36.01388621073821,0,0,0
0,Manchester United,Javier Hernández Balcázar,99.0,49.0,0.3208854533013102,22.847319317591722,0,0,0
0,Barcelona,David Villa Sánchez,99.0,41.0,0.3760108159187636,21.02379604162864,0,0,0
0,Barcelona,David Villa Sánchez,110.0,54.0,0.2785969664940517,17.204650534085253,1,0,0
0,Barcelona,Pedro Eliezer Rodríguez Ledesma,112.0,36.0,0.7861555996090015,8.94427190999916,1,0,0
0,Barcelona,David Villa Sánchez,97.0,35.0,0.3298644672863441,23.53720459187964,0,0,0
0,Barcelona,David Villa Sánchez,105.0,25.0,0.27003663939198613,21.213203435596427,0,0,0
1,Barcelona,Pedro Eliezer Rodríguez Ledesma,105.0,33.0,0.4357873849340549,16.55294535724685,0,0,0
0,Barcelona,Andrés Iniesta Luján,91.0,47.0,0.25972224831584917,29.832867780352597,0,0,0
1,Manchester United,Wayne Mark Rooney,105.0,37.0,0.5036846054374715,15.297058540778352,1,0,0
